sentence,priority
"If you 're really renting this you 're not interested in discretion in your entertainment choices , you 're interested in Anne Geddes , John Grisham , and Thomas Kincaid .",2
The movie is a mess from start to finish .,2
"You wo n't like Roger , but you will quickly recognize him .",2
Enduring love but exhausting cinema .,2
Big Fat Waste of Time .,2
"An overemphatic , would-be wacky , ultimately tedious sex farce .",2
"Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .",2
"Although there are several truly jolting scares , there 's also an abundance of hackneyed dialogue and more silly satanic business than you can shake a severed limb at .",2
"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",2
"It 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring .",2
Jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,2
All mood and no movie .,2
"Not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .",2
"Hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?",2
when Leguizamo finally plugged an irritating character late in the movie .,2
It 's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,2
"Not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined TV amiability that Allen personifies .",2
Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .,2
"Instead of panoramic sweep , Kapur gives us episodic choppiness , undermining the story 's emotional thrust .",2
That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,2
Howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a BuÃ±uel retrospective .,2
"This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",2
-LRB- A -RRB- mess .,2
Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .,2
"Rollerball IS as bad as you think , and worse than you can imagine .",2
A TV style murder mystery with a few big screen moments -LRB- including one that seems to be made for a different film altogether -RRB- .,2
"Overly stylized with lots of flash black - & - white freeze frames reminiscent of a pseudo-hip luxury car commercial , -LRB- it 's -RRB- at its worst when it 's actually inside the ring .",2
"Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval .",2
An uninspired preachy and clichÃ©d war film .,2
"While it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it 's alarmingly current .",2
"A shame that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .",2
"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",2
"Too much of the movie feels contrived , as if the filmmakers were worried the story would n't work without all those gimmicks .",2
Nothing short of a masterpiece -- and a challenging one .,2
"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .",2
"It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !",2
"It takes a really long , slow and dreary time to dope out what TUCK EVERLASTING is about .",2
"Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .",2
A little weak -- and it is n't that funny .,2
"In fact , it does n't even seem like she tried .",2
It appears to have been modeled on the worst revenge-of-the-nerds clichÃ©s the filmmakers could dredge up .,2
"The story , once it gets rolling , is nothing short of a great one .",2
"Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .",2
"The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .",2
"Not the best Herzog perhaps , but unmistakably Herzog .",2
Sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .,2
"Makes for some truly odd , at times confusing , kids entertainment ... but at least this time there 's some centered storytelling to go along with all the weird stuff .",2
"The vintage is pure ' 87 , with a halfhearted twist on its cautionary message : Fatal Attraction = do n't have an affair with a nutjob ; Unfaithful = do n't if you 're married to one .",2
"It 's better suited for the history or biography channel , but there 's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",2
Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .,2
"A thriller with an edge -- which is to say that it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world .",2
"Not bad , but not all that good .",2
`` Interview '' loses its overall sense of mystery and becomes a TV episode rather than a documentary that you actually buy into .,2
"Peppering this urban study with references to Norwegian folktales , Villeneuve creates in Maelstrom a world where the bizarre is credible and the real turns magical .",2
"A reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",2
"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",2
"Whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .",2
` They ' begins and ends with scenes so terrifying I 'm still stunned .,2
The worst film of the year .,2
So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,2
"The story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge .",2
"Dazzling in its complexity , disturbing for its extraordinary themes , The Piano Teacher is a film that defies categorisation .",2
"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious .",2
Part low rent Godfather .,2
Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .,2
The obnoxious title character provides the drama that gives added clout to this doc .,2
It 's been made with an innocent yet fervid conviction that our Hollywood has all but lost .,2
"Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",2
"There is a beautiful , aching sadness to it all .",2
is not easy .,2
Too silly to take seriously .,2
"A morality tale whose thought-provoking potential is hampered by a made-for-TV look , rigid performances and an asinine ` twist ' that brazenly rips off The Sixth Sense .",2
"The animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",2
... this movie has a glossy coat of action movie excess while remaining heartless at its core .,2
But something seems to be missing .,2
This dramatically shaky contest of wills only reiterates the old Hollywood saw : Evil is interesting and good is boring .,2
A movie of riveting power and sadness .,2
"Ignore the reputation , and ignore the film .",2
"Muddled , trashy and incompetent",2
"This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer .",2
"If Myers decides to make another Austin Powers movie , maybe he should just stick with Austin and Dr Evil .",2
"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",2
A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,2
"The Sweetest Thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways .",2
One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,2
"For me , this opera is n't a favorite , so it 's a long time before the fat lady sings .",2
This mistaken-identity picture is so film-culture referential that the final product is a ghost .,2
"Drives for the same kind of bittersweet , conciliatory tone that Three Seasons achieved but loses its way in rhetorical excess and blatant sentimentality .",2
"Against all odds in heaven and hell , it creeped me out just fine .",2
Viewers of `` The Ring '' are more likely to remember the haunting images than the plot holes .,2
A movie far more cynical and lazy than anything a fictitious Charlie Kaufman might object to .,2
It treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .,2
Mel Gibson fights the good fight in Vietnam in director Randall Wallace 's flag-waving war flick with a core of decency .,2
Noyce 's film is contemplative and mournfully reflective .,2
"The script is a disaster , with cloying messages and irksome characters .",2
"In the end , the movie collapses on its shaky foundation despite the best efforts of director Joe Carnahan .",2
"Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .",2
"A lousy movie that 's not merely unwatchable , but also unlistenable .",2
A bore that tends to hammer home every one of its points .,2
"`` Freaky Friday , '' it 's not .",2
"But unless you 're an absolute raving Star Wars junkie , it is n't much fun .",2
"This miserable excuse of a movie runs on empty , believing Flatbush machismo will get it through .",2
"Mr. Deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .",2
"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",2
`` The Mothman Prophecies '' is a difficult film to shake from your conscience when night falls .,2
"Continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .",2
"An incendiary , deeply thought-provoking look at one of the most peculiar -LRB- and peculiarly venomous -RRB- bigotries in our increasingly frightening theocracy",2
"Left me with the visceral sensation of longing , lasting traces of Charlotte 's web of desire and desperation .",2
A cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe ... the most aggressively nerve-wracking and screamingly neurotic romantic comedy in cinema history .,2
Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .,2
"It 's endlessly inventive , consistently intelligent and sickeningly savage .",2
"Scotland , Pa. is a strangely drab romp .",2
Do n't let your festive spirit go this far .,2
"Lame , haphazard teen comedy .",2
A wildly funny prison caper .,2
Skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .,2
"Why come up with something even quasi-original , when you can pillage from Shirley Jackson , Richard Matheson ... and puke up something like ROSE RED ?",2
"Totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are The Greatest Musicians of All Time .",2
"It tries too hard , and overreaches the logic of its own world .",2
What a pity ... that the material is so second-rate .,2
One of the worst films of 2002 .,2
It hates its characters .,2
"Though it flirts with bathos and pathos and the further Oprahfication of the world as we know it , it still cuts all the way down to broken bone .",2
"Expect the same-old , lame-old slasher nonsense , just with different scenery .",2
"By getting myself wrapped up in the visuals and eccentricities of many of the characters , I found myself confused when it came time to get to the heart of the movie .",2
A touching drama about old age and grief with a tour de force performance by Michel Piccoli .,2
What they see in each other also is difficult to fathom .,2
Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,2
Like Mike does n't win any points for originality .,2
"The overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes .",2
A haunting tale of murder and mayhem .,2
"In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",2
"I still ca n't relate to Stuart : He 's a mouse , for cryin ' out loud , and all he does is milk it with despondent eyes and whine that nobody treats him human enough .",2
A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,2
Kosminsky ... puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,2
"Bluto Blutarsky , we miss you .",2
Rates an ` E ' for effort -- and a ` B ' for boring .,2
This stuck pig of a movie flails limply between bizarre comedy and pallid horror .,2
"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",2
Thoroughly awful .,2
"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground .",2
A brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .,2
A disturbing examination of what appears to be the definition of a ` bad ' police shooting .,2
"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",2
"Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .",2
"Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .",2
I ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops .,2
"Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .",2
"With a confrontational stance , Todd Solondz takes aim on political correctness and suburban families .",2
The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .,2
Passably entertaining but also mechanical and joyless .,2
"Leave it to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama .",2
A portrait of hell so shattering it 's impossible to shake .,2
"It seems just a long , convoluted ploy to get men into drag -- period drag , no less .",2
"- West Coast rap wars , this modern mob music drama never fails to fascinate .",2
The story has some nice twists but the ending and some of the back-story is a little tired .,2
"An unsatisfying hybrid of Blair Witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",2
"Sadly , as Blood Work proves , that was a long , long time ago .",2
"Right now , they 're merely signposts marking the slow , lingering death of imagination .",2
"Very well made , but does n't generate a lot of tension .",2
"An authentically vague , but ultimately purposeless , study in total pandemonium .",2
"A different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .",2
"Here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior .",2
"The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",2
"Murderous Maids has a lot going for it , not least the brilliant performances by Testud ... and Parmentier .",2
"In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",2
The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,2
"With or without ballast tanks , K-19 sinks to a Harrison Ford low .",2
The tone shifts abruptly from tense to celebratory to soppy .,2
"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?",2
"Although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",2
"It 's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script , unimpressive acting and indifferent direction .",2
"The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .",2
Comes off like a bad imitation of the Bard .,2
The problem with movies about angels is they have a tendency to slip into hokum .,2
"Enough trivializes an important crisis , reduces it to an almost comic embarrassment .",2
Mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor .,2
The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .,2
It drowns in sap .,2
This is standard crime drama fare ... instantly forgettable and thoroughly dull .,2
"This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .",2
"A predictable , manipulative stinker .",2
There can be no other explanation .,2
There 's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,2
Murder By Numbers is like a couple of mediocre TV-movie - of-the-week films clumsily stuck together .,2
"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",2
You might be shocked to discover that Seinfeld 's real life is boring .,2
"Offers no new insight on the matter , nor do its characters exactly spring to life .",2
"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .",2
-LRB- A -RRB- painfully flat gross-out comedy ...,2
The movie fails to live up to the sum of its parts .,2
The film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .,2
"About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",2
Friday After Next has the same problem that Next Friday did -- it 's called Where 's Chris Tucker When You Need Him ?,2
"With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",2
Too bad the former Murphy Brown does n't pop Reese back .,2
Blue Crush is as predictable as the tides .,2
... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .,2
"This movie has a strong message about never giving up on a loved one , but it 's not an easy movie to watch and will probably disturb many who see it .",2
And for all the wrong reasons besides .,2
"The most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from Portugal .",2
"Meandering and glacially paced , and often just plain dull .",2
"Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .",2
A Movie to Forget,2
"This misty-eyed Southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .",2
A major waste ... generic .,2
Even the hastily and amateurishly drawn animation can not engage .,2
This rough trade Punch-and-Judy act did n't play well then and it plays worse now .,2
A gripping documentary that reveals how deep the antagonism lies in war-torn Jerusalem .,2
"The film is quiet , threatening and unforgettable .",2
It 's just plain boring .,2
"No , it 's not nearly as good as any of its influences .",2
"For every articulate player , such as skateboarder Tony Hawk or BMX rider Mat Hoffman , are about a half dozen young Turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence .",2
"... it was n't the subject matter that ultimately defeated the film ... It was the unfulfilling , incongruous , `` wait a second , did I miss something ? ''",2
"No movement , no yuks , not much of anything .",2
To show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback of the original rape -- is overkill to the highest degree .,2
"Although bright , well-acted and thought-provoking , Tuck Everlasting suffers from a laconic pace and a lack of traditional action .",2
"Throwing in everything except someone pulling the pin from a grenade with his teeth , Windtalkers seems to have ransacked every old World War II movie for overly familiar material .",2
Demme 's loose approach kills the suspense .,2
Collateral Damage finally delivers the goods for Schwarzenegger fans .,2
Its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story .,2
Sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family .,2
A moving and stark reminder that the casualties of war reach much further than we imagine .,2
This sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder .,2
"What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .",2
"Works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren .",2
"Given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",2
"Ponderous , plodding soap opera disguised as a feature film .",2
Hollywood Ending is the most disappointing Woody Allen movie ever .,2
We may never think of band camp as a geeky or nerdy thing again .,2
The emotional overload of female angst irreparably drags the film down .,2
"Though there 's a clarity of purpose and even-handedness to the film 's direction , the drama feels rigged and sluggish .",2
Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,2
"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",2
"It 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .",2
"Although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",2
"Viewers are asked so often to suspend belief that were it not for Holm 's performance , the film would be a total washout .",2
Stirs potentially enticing ingredients into an uneasy blend of Ghost and Close Encounters of the Third Kind .,2
"If you 're looking for an intelligent movie in which you can release your pent up anger , ENOUGH is just the ticket you need .",2
"Despite its sincere acting , Signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .",2
"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",2
"Jacobi , the most fluent of actors , is given relatively dry material from Nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",2
"This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",2
"Trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .",2
Eckstraordinarily lame and Severely boring .,2
This overproduced piece of dreck is shockingly bad and absolutely unnecessary .,2
"It is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .",2
"A shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",2
"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",2
Who is the audience for Cletis Tout ?,2
"Daughter from Danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war .",2
"A turgid little history lesson , humourless and dull .",2
Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .,2
"Somewhere inside the mess that is World Traveler , there is a mediocre movie trying to get out .",2
"You come away thinking not only that Kate is n't very bright , but that she has n't been worth caring about and that maybe she , Janine and Molly -- an all-woman dysfunctional family -- deserve one another .",2
Simultaneously heartbreakingly beautiful and exquisitely sad .,2
Just one bad idea after another .,2
"Even if The Ring has a familiar ring , it 's still unusually crafty and intelligent for Hollywood horror .",2
"The movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",2
This surreal Gilliam-esque film is also a troubling interpretation of Ecclesiastes .,2
"Hart 's War seems to want to be a character study , but apparently ca n't quite decide which character .",2
A generic international version of a typical American horror film .,2
"A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .",2
"Schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .",2
Without any redeeming value whatsoever .,2
"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",2
"It may be a prize winner , but Teacher is a bomb .",2
"As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .",2
Ultimately this is a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel -LRB- About Schmidt -RRB- and an old Payne screenplay .,2
Sex is one of those films that aims to confuse .,2
The story bogs down in a mess of purposeless violence .,2
"No worse than a lot of the crap we 've been offered this summer , and slightly better than Men in Black 2 as far as slapdash extraterrestrial comedies go .",2
"On the heels of The Ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .",2
"The movie is n't just hilarious : It 's witty and inventive , too , and in hindsight , it is n't even all that dumb .",2
"Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does .",2
"Despite some charm and heart , this quirky soccer import is forgettable",2
Perhaps the grossest movie ever made .,2
"The lack of pace kills it , although , in a movie about cancer , this might be apt .",2
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",2
"Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it .",2
There 's only one way to kill Michael Myers for good : stop buying tickets to these movies .,2
Arguably the year 's silliest and most incoherent movie .,2
"So muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",2
"It is a comedy that 's not very funny and an action movie that is not very thrilling -LRB- and an uneasy alliance , at that -RRB- .",2
Unflinchingly bleak and desperate,2
"Jason X is positively anti-Darwinian : nine sequels and 400 years later , the teens are none the wiser and Jason still kills on auto-pilot .",2
"It is messy , uncouth , incomprehensible , vicious and absurd .",2
Serving Sara should be served an eviction notice at every theater stuck with it .,2
A derivative collection of horror and sci-fi cliches .,2
This is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .,2
The movie is n't always easy to look at .,2
"What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",2
"A great ending does n't make up for a weak movie , and Crazy as Hell does n't even have a great ending .",2
Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .,2
No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .,2
Hilariously inept and ridiculous .,2
Wiseman reveals the victims of domestic abuse in all of their pity and terror .,2
It 's depressing to see how far Herzog has fallen .,2
Too bad .,2
... as the story congeals you feel the pieces of the Star Wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,2
Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .,2
This overproduced and generally disappointing effort is n't likely to rouse the Rush Hour crowd .,2
"It 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .",2
"This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",2
... a boring parade of talking heads and technical gibberish that will do little to advance the Linux cause .,2
"Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .",2
"A mess , but it 's a sincere mess .",2
"A dark , dull thriller with a parting shot that misfires .",2
Another useless recycling of a brutal mid - '70s American sports movie .,2
"Dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .",2
A very bad sign .,2
"For all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2Â 1\/2 - hour running time .",2
"Cox offers plenty of glimpses at existing photos , but there are no movies of Nijinsky , so instead the director treats us to an aimless hodgepodge .",2
This is the first film I 've ever seen that had no obvious directing involved .,2
Exposing the ways we fool ourselves is One Hour Photo 's real strength .,2
"The graphic carnage and re-creation of war-torn Croatia is uncomfortably timely , relevant , and sickeningly real .",2
"As befits its title , this PG-13-rated piffle is ultimately as threatening as the Snuggle Fabric Softener bear .",2
It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',2
Where Bowling for Columbine is at its most valuable is in its examination of America 's culture of fear as a root cause of gun violence .,2
That death is merely a transition is a common tenet in the world 's religions .,2
I have not been this disappointed by a movie in a long time .,2
"In the end , the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .",2
A disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by Philip Glass .,2
It is just too bad the film 's story does not live up to its style .,2
"While not as aggressively impressive as its American counterpart , `` In the Bedroom , '' Moretti 's film makes its own , quieter observations",2
"He 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does .",2
I did n't laugh .,2
"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .",2
"The reason I found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .",2
"Throughout all the tumult , a question comes to mind : So why is this so boring ?",2
Amazingly lame .,2
... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .,2
"With a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual Broomfield is going to have the courage to knock on that door .",2
"A dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",2
"While its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .",2
"It feels like very light Errol Morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .",2
"A searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .",2
"The pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by Charlie Kaufman and his twin brother , Donald , and directed by Spike Jonze .",2
"Well , this movie proves you wrong on both counts .",2
"There is a refreshing absence of cynicism in Stuart Little 2 -- quite a rarity , even in the family film market .",2
"Despite some strong performances , never rises above the level of a telanovela .",2
It 's probably not easy to make such a worthless film ...,2
"The movie is for fans who ca n't stop loving anime , and the fanatical excess built into it .",2
"Intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",2
I 'd have to say the star and director are the big problems here .,2
"-LRB- Shyamalan -RRB- continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .",2
You 'll cry for your money back .,2
"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",2
Horrible .,2
The premise itself is just SOOOOO tired .,2
"Ah , what the hell .",2
The enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized .,2
Turns potentially forgettable formula into something strangely diverting .,2
`` Collateral Damage '' goes by the numbers and reps decent action entertainment -- until the silly showdown ending that forces the viewer to totally suspend disbelief,2
"The three leads produce adequate performances , but what 's missing from this material is any depth of feeling .",2
"Not always too whimsical for its own good -LRB- but enough to do harm -RRB- , this strange hybrid of crime thriller , quirky character study , third-rate romance and female empowerment fantasy never really finds the tonal or thematic glue it needs .",2
"Sensitively examines general issues of race and justice among the poor , and specifically raises serious questions about the death penalty and asks what good the execution of a mentally challenged woman could possibly do .",2
"Too ordinary to restore -LRB- Harmon -RRB- to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",2
"But be warned , you too may feel time has decided to stand still .",2
"American and European cinema has amassed a vast Holocaust literature , but it is impossible to think of any film more challenging or depressing than The Grey Zone .",2
"The satire is unfocused , while the story goes nowhere .",2
"Almost everything about the film is unsettling , from the preposterous hairpiece worn by Lai 's villainous father to the endless action sequences .",2
